atc_code,atc_name
A11CA01,retinol (vit a)
A11CA02,betacarotene
A11CB,vitamin a and d in combination
A11CC,vitamin d and analogues
A11CC01,ergocalciferol
A11CC02,dihydrotachysterol
A11CC03,alfacalcidol
A11CC03,alfacalcidol
A11CC04,calcitriol
A11CC04,calcitriol
A11CC05,colecalciferol
A11CC06,calcifediol
A11CC20,combinations
A11CC55,"colecalciferol, combinations"
A11D,"vitamin b1, plain and in combination with vitamin b6 and b12"
A11DA,"vitamin b1, plain"
A11DA01,thiamine (vit b1)
A11DA01,thiamine (vit b1)
A11DA02,sulbutiamine
A11DA03,benfotiamine
A11DB,vitamin b1 in combination with vitamin b6 and/or vitamin b12
A11E,"vitamin b-complex, incl. combinations"
A11EA,"vitamin b-complex, plain"
A11EB,vitamin b-complex with vitamin c
A11EC,vitamin b-complex with minerals
A11ED,vitamin b-complex with anabolic steroids
A11EX,"vitamin b-complex, other combinations"
A11G,"ascorbic acid (vitamin c), incl. combinations"
A11GA,"ascorbic acid (vitamin c), plain"
A11GA01,ascorbic acid (vit c)
A11GA01,ascorbic acid (vit c)
A11GB,"ascorbic acid (vitamin c), combinations"
A11GB01,ascorbic acid (vit c) and calcium
A11H,other plain vitamin preparations
A11HA,other plain vitamin preparations
A11HA01,nicotinamide
A11HA02,pyridoxine (vit b6)
A11HA02,pyridoxine (vit b6)
A11HA03,tocopherol (vit e)
A11HA03,tocopherol (vit e)
A11HA04,riboflavin (vit b2)
A11HA05,biotin
A11HA06,pyridoxal phosphate
A11HA07,inositol
A11HA08,tocofersolan
A11HA30,dexpanthenol
A11HA31,calcium pantothenate
A11HA32,pantethine
A11J,"other vitamin products, combinations"
A11JA,combinations of vitamins
A11JB,vitamins with minerals
A11JC,"vitamins, other combinations"
A12,mineral supplements
A12A,calcium
A12AA,calcium
A12AA01,calcium phosphate
A12AA02,calcium glubionate
A12AA03,calcium gluconate
A12AA04,calcium carbonate
A12AA05,calcium lactate
A12AA06,calcium lactate gluconate
A12AA07,calcium chloride
A12AA08,calcium glycerylphosphate
A12AA09,calcium citrate lysine complex
A12AA10,calcium glucoheptonate
A12AA11,calcium pangamate
A12AA13,calcium citrate
A12AA20,calcium (different salts in combination)
A12AA30,calcium laevulate
A12AX,"calcium, combinations with vitamin d and/or other drugs"
A12B,potassium
A12BA,potassium
A12BA01,potassium chloride
A12BA02,potassium citrate
A12BA03,potassium hydrogentartrate
A12BA04,potassium hydrogencarbonate
A12BA05,potassium gluconate
A12BA30,potassium (different salts in combination)
A12C,other mineral supplements
A12CA,sodium
A12CA01,sodium chloride
A12CA02,sodium sulfate
A12CB,zinc
A12CB01,zinc sulfate
A12CB02,zinc gluconate
A12CB03,zinc protein complex
A12CC,magnesium
A12CC01,magnesium chloride
A12CC02,magnesium sulfate
A12CC03,magnesium gluconate
A12CC04,magnesium citrate
A12CC05,magnesium aspartate
A12CC06,magnesium lactate
A12CC07,magnesium levulinate
A12CC08,magnesium pidolate
A12CC09,magnesium orotate
A12CC10,magnesium oxide
A12CC30,magnesium (different salts in combination)
A12CD,fluoride
A12CD01,sodium fluoride
A12CD02,sodium monofluorophosphate
A12CD51,"fluoride, combinations"
A12CE,selenium
A12CE01,sodium selenate
A12CE02,sodium selenite
A12CX,other mineral products
A13,tonics
A13A,tonics
A14,anabolic agents for systemic use
A14A,anabolic steroids
A14AA,androstan derivatives
A14AA01,androstanolone
A14AA02,stanozolol
A14AA02,stanozolol
A14AA03,metandienone
A14AA04,metenolone
A14AA04,metenolone
A14AA05,oxymetholone
A14AA06,quinbolone
A14AA07,prasterone
A14AA08,oxandrolone
A14AA09,norethandrolone
A14AB,estren derivatives
A14AB01,nandrolone
A14AB02,ethylestrenol
A14AB03,oxabolone cipionate
A14B,other anabolic agents
A15,appetite stimulants
A16,other alimentary tract and metabolism products
A16A,other alimentary tract and metabolism products
A16AA,amino acids and derivatives
A16AA01,levocarnitine
A16AA01,levocarnitine
A16AA02,ademetionine
A16AA03,glutamine
A16AA04,mercaptamine
A16AA05,carglumic acid
A16AA06,betaine
A16AA07,metreleptin
A16AB,enzymes
A16AB01,alglucerase
A16AB02,imiglucerase
A16AB03,agalsidase alfa
A16AB04,agalsidase beta
A16AB05,laronidase
A16AB06,sacrosidase
A16AB07,alglucosidase alfa
A16AB08,galsulfase
A16AB09,idursulfase
A16AB10,velaglucerase alfa
A16AB11,taliglucerase alfa
A16AB12,elosulfase alfa
A16AB13,asfotase alfa
A16AB14,sebelipase alfa
A16AB15,velmanase alfa
A16AB16,idursulfase beta
A16AB17,cerliponase alfa
A16AB18,vestronidase alfa
A16AB19,pegvaliase
A16AB20,pegunigalsidase alfa
A16AB21,atidarsagene autotemcel
A16AB22,avalglucosidase alfa
A16AB23,cipaglucosidase alfa
A16AB24,pegzilarginase
A16AB25,olipudase alfa
A16AB26,eladocagene exuparvovec
A16AB27,pabinafusp alfa
A16AX,various alimentary tract and metabolism products
A16AX01,thioctic acid
A16AX01,thioctic acid
A16AX02,anethole trithione
A16AX03,sodium phenylbutyrate
A16AX04,nitisinone
A16AX05,zinc acetate
A16AX06,miglustat
A16AX07,sapropterin
A16AX08,teduglutide
A16AX09,glycerol phenylbutyrate
A16AX10,eliglustat
A16AX11,sodium benzoate
A16AX12,trientine
A16AX13,uridine triacetate
A16AX14,migalastat
A16AX15,telotristat
A16AX16,givosiran
A16AX17,triheptanoin
A16AX18,lumasiran
A16AX19,fosdenopterin
A16AX20,lonafarnib
A16AX21,elivaldogene autotemcel
A16AX22,tiomolibdic acid
A16AX23,leriglitazone
A16AX30,sodium benzoate and sodium phenylacetate
B,blood and blood forming organs
B01,antithrombotic agents
B01A,antithrombotic agents
B01AA,vitamin k antagonists
B01AA01,dicoumarol
B01AA02,phenindione
B01AA03,warfarin
B01AA03,warfarin
B01AA04,phenprocoumon
B01AA07,acenocoumarol
B01AA08,ethyl biscoumacetate
B01AA09,clorindione
B01AA10,diphenadione
B01AA11,tioclomarol
B01AA12,fluindione
B01AB,heparin group
B01AB01,heparin
B01AB02,antithrombin iii
B01AB04,dalteparin
B01AB05,enoxaparin
B01AB06,nadroparin
B01AB07,parnaparin
B01AB08,reviparin
B01AB09,danaparoid
B01AB10,tinzaparin
B01AB11,sulodexide
B01AB11,sulodexide
B01AB12,bemiparin
B01AB51,"heparin, combinations"
B01AC,platelet aggregation inhibitors excl. heparin
B01AC01,ditazole
B01AC02,cloricromen
B01AC03,picotamide
B01AC04,clopidogrel
B01AC05,ticlopidine
B01AC06,acetylsalicylic acid
B01AC07,dipyridamole
B01AC07,dipyridamole
B01AC08,carbasalate calcium
B01AC09,epoprostenol
B01AC10,indobufen
B01AC11,iloprost
B01AC11,iloprost
B01AC13,abciximab
B01AC15,aloxiprin
B01AC16,eptifibatide
B01AC17,tirofiban
B01AC18,triflusal
B01AC19,beraprost
B01AC21,treprostinil
B01AC22,prasugrel
B01AC23,cilostazol
B01AC24,ticagrelor
B01AC25,cangrelor
B01AC26,vorapaxar
B01AC27,selexipag
B01AC28,limaprost
B01AC30,combinations
B01AC56,"acetylsalicylic acid, combinations with proton pump inhibitors"
B01AD,enzymes
B01AD01,streptokinase
B01AD02,alteplase
B01AD03,anistreplase
B01AD04,urokinase
B01AD05,fibrinolysin
B01AD06,brinase
B01AD07,reteplase
B01AD08,saruplase
B01AD09,ancrod
B01AD10,drotrecogin alfa (activated)
B01AD11,tenecteplase
B01AD12,protein c
B01AD13,apadamtase alfa and cinaxadamtase alfa
B01AE,direct thrombin inhibitors
B01AE01,desirudin
B01AE02,lepirudin
B01AE03,argatroban
B01AE04,melagatran
B01AE05,ximelagatran
B01AE06,bivalirudin
B01AE07,dabigatran etexilate
B01AF,direct factor xa inhibitors
B01AF01,rivaroxaban
B01AF02,apixaban
B01AF03,edoxaban
B01AF04,betrixaban
B01AF51,rivaroxaban and acetylsalicylic acid
B01AX,other antithrombotic agents
B01AX01,defibrotide
B01AX04,dermatan sulfate
B01AX05,fondaparinux
B01AX07,caplacizumab
B02,antihemorrhagics
B02A,antifibrinolytics
B02AA,amino acids
B02AA01,aminocaproic acid
B02AA01,aminocaproic acid
B02AA02,tranexamic acid
B02AA02,tranexamic acid
B02AA03,aminomethylbenzoic acid
B02AB,proteinase inhibitors
B02AB01,aprotinin
B02AB02,alfa1 antitrypsin
B02AB04,camostat
B02AB05,ulinastatin
B02B,vitamin k and other hemostatics
B02BA,vitamin k
B02BA01,phytomenadione
B02BA01,phytomenadione
B02BA02,menadione
B02BA02,menadione
B02BB,fibrinogen
B02BB01,"fibrinogen, human"
B02BC,local hemostatics
B02BC01,absorbable gelatin sponge
B02BC02,oxidized cellulose
B02BC03,tetragalacturonic acid hydroxymethylester
B02BC05,adrenalone
B02BC06,thrombin
B02BC07,collagen
B02BC08,calcium alginate
B02BC09,epinephrine
B02BC30,combinations
B02BD,blood coagulation factors
B02BD01,"coagulation factor ix, ii, vii and x in combination"
B02BD02,coagulation factor viii
B02BD03,factor viii inhibitor bypassing activity
B02BD04,coagulation factor ix
B02BD05,coagulation factor vii
B02BD06,von willebrand factor and coagulation factor viii in combination
B02BD07,coagulation factor xiii
B02BD08,coagulation factor viia
B02BD10,von willebrand factor
B02BD11,catridecacog
B02BD13,coagulation factor x
B02BD14,susoctocog alfa
B02BD15,valoctocogene roxaparvovec
B02BD16,etranacogene dezaparvovec
B02BD30,thrombin
B02BX,other systemic hemostatics
B02BX01,etamsylate
B02BX02,carbazochrome
B02BX03,batroxobin
B02BX04,romiplostim
B02BX05,eltrombopag
B02BX06,emicizumab
B02BX07,lusutrombopag
B02BX08,avatrombopag
B02BX09,fostamatinib
B02BX10,concizumab
B03,antianemic preparations
B03A,iron preparations
B03AA,"iron bivalent, oral preparations"
B03AA01,ferrous glycine sulfate
B03AA02,ferrous fumarate
B03AA03,ferrous gluconate
B03AA04,ferrous carbonate
B03AA05,ferrous chloride
B03AA06,ferrous succinate
B03AA07,ferrous sulfate
B03AA08,ferrous tartrate
B03AA09,ferrous aspartate
B03AA10,ferrous ascorbate
B03AA11,ferrous iodine
B03AA12,ferrous sodium citrate
B03AB,"iron trivalent, oral preparations"
B03AB01,ferric sodium citrate
B03AB02,saccharated iron oxide
B03AB03,sodium feredetate
B03AB04,ferric hydroxide
B03AB05,ferric oxide polymaltose complexes
B03AB07,chondroitin sulfate-iron complex
B03AB08,ferric acetyl transferrin
B03AB09,ferric proteinsuccinylate
B03AB10,ferric maltol
B03AC,"iron, parenteral preparations"
B03AC,"iron, parenteral preparations"
B03AD,iron in combination with folic acid
B03AD01,ferrous amino acid complex and folic acid
B03AD02,ferrous fumarate and folic acid
B03AD03,ferrous sulfate and folic acid
B03AD04,ferric oxide polymaltose complexes and folic acid
B03AD05,ferrous gluconate and folic acid
B03AE,iron in other combinations
B03AE01,"iron, vitamin b12 and folic acid"
B03AE02,"iron, multivitamins and folic acid"
B03AE03,iron and multivitamins
B03AE04,"iron, multivitamins and minerals"
B03AE10,various combinations
B03B,vitamin b12 and folic acid
B03BA,vitamin b12 (cyanocobalamin and analogues)
B03BA01,cyanocobalamin
B03BA01,cyanocobalamin
B03BA01,cyanocobalamin
B03BA02,cyanocobalamin tannin complex
B03BA03,hydroxocobalamin
B03BA04,cobamamide
B03BA05,mecobalamin
B03BA05,mecobalamin
B03BA51,"cyanocobalamin, combinations"
B03BA53,"hydroxocobalamin, combinations"
B03BB,folic acid and derivatives
B03BB01,folic acid
B03BB01,folic acid
B03BB51,"folic acid, combinations"
B03X,other antianemic preparations
B03XA,other antianemic preparations
B03XA01,erythropoietin
B03XA02,darbepoetin alfa
B03XA03,methoxy polyethylene glycol-epoetin beta
B03XA04,peginesatide
B03XA05,roxadustat
B03XA06,luspatercept
B03XA07,daprodustat
B03XA08,vadadustat
B05,blood substitutes and perfusion solutions
B05A,blood and related products
B05AA,blood substitutes and plasma protein fractions
B05AA01,albumin
B05AA02,other plasma protein fractions
B05AA03,fluorocarbon blood substitutes
B05AA05,dextran
B05AA06,gelatin agents
B05AA07,hydroxyethylstarch
B05AA08,hemoglobin crosfumaril
B05AA09,hemoglobin raffimer
B05AA10,hemoglobin glutamer (bovine)
B05AX,other blood products
B05AX01,erythrocytes
B05AX02,thrombocytes
B05AX03,blood plasma
B05AX04,stem cells from umbilical cord blood
B05B,i.v. solutions
B05BA,solutions for parenteral nutrition
B05BA01,amino acids
B05BA02,fat emulsions
B05BA03,carbohydrates
B05BA04,protein hydrolysates
B05BA10,combinations
B05BB,solutions affecting the electrolyte balance
B05BB01,electrolytes
B05BB02,electrolytes with carbohydrates
B05BB03,trometamol
B05BB04,electrolytes in combination with other drugs
B05BC,solutions producing osmotic diuresis
B05BC01,mannitol
B05BC02,carbamide
B05C,irrigating solutions
B05CA,antiinfectives
B05CA01,cetylpyridinium
B05CA02,chlorhexidine
B05CA03,nitrofural
B05CA04,sulfamethizole
B05CA05,taurolidine
B05CA06,mandelic acid
B05CA07,noxytiolin
B05CA08,ethacridine lactate
B05CA09,neomycin
B05CA10,combinations
B05CB,salt solutions
B05CB01,sodium chloride
B05CB02,sodium citrate
B05CB03,magnesium citrate
B05CB04,sodium bicarbonate
B05CB10,combinations
B05CX,other irrigating solutions
B05CX01,glucose
B05CX02,sorbitol
B05CX03,glycine
B05CX04,mannitol
B05CX10,combinations
B05D,peritoneal dialytics
B05DA,isotonic solutions
B05DB,hypertonic solutions
B05X,i.v. solution additives
B05XA,electrolyte solutions
B05XA01,potassium chloride
B05XA02,sodium bicarbonate
B05XA03,sodium chloride
B05XA04,ammonium chloride
B05XA05,magnesium sulfate
B05XA06,"potassium phosphate, incl. combinations with other potassium salts"
B05XA07,calcium chloride
B05XA08,sodium acetate
B05XA09,sodium phosphate
B05XA10,magnesium phosphate
B05XA11,magnesium chloride
B05XA12,zinc chloride
B05XA13,hydrochloric acid
B05XA14,sodium glycerophosphate
B05XA15,potassium lactate
B05XA16,cardioplegia solutions
B05XA17,potassium acetate
B05XA18,zinc sulfate
B05XA19,calcium gluconate
B05XA20,sodium selenite
B05XA30,combinations of electrolytes
B05XA31,electrolytes in combination with other drugs
B05XB,amino acids
B05XB01,arginine hydrochloride
B05XB02,alanyl glutamine
B05XB03,lysine
B05XC,vitamins
B05XX,other i.v. solution additives
B05XX02,trometamol
B05Z,hemodialytics and hemofiltrates
B05ZA,"hemodialytics, concentrates"
B05ZB,hemofiltrates
B06,other hematological agents
B06A,other hematological agents
B06AA,enzymes
B06AA02,fibrinolysin and desoxyribonuclease
B06AA03,hyaluronidase
B06AA04,chymotrypsin
B06AA07,trypsin
B06AA10,desoxyribonuclease
B06AA55,"streptokinase, combinations"
B06AB,heme products
B06AB01,hemin
B06AC,drugs used in hereditary angioedema
B06AC01,"c1-inhibitor, plasma derived"
B06AC02,icatibant
B06AC03,ecallantide
B06AC04,conestat alfa
B06AC05,lanadelumab
B06AC06,berotralstat
B06AX,other hematological agents
B06AX01,crizanlizumab
B06AX02,betibeglogene autotemcel
B06AX03,voxelotor
B06AX04,mitapivat
B06AX05,exagamglogene autotemcel
C,cardiovascular system
C01,cardiac therapy
C01A,cardiac glycosides
C01AA,digitalis glycosides
C01AA01,acetyldigitoxin
C01AA02,acetyldigoxin
C01AA03,digitalis leaves
C01AA04,digitoxin
C01AA04,digitoxin
C01AA05,digoxin
C01AA05,digoxin
C01AA06,lanatoside c
C01AA06,lanatoside c
C01AA07,deslanoside
C01AA08,metildigoxin
C01AA08,metildigoxin
C01AA09,gitoformate
C01AA52,"acetyldigoxin, combinations"
C01AB,scilla glycosides
C01AB01,proscillaridin
C01AB51,"proscillaridin, combinations"
C01AC,strophanthus glycosides
C01AC01,g-strophanthin
C01AC03,cymarin
C01AX,other cardiac glycosides
C01AX02,peruvoside
C01B,"antiarrhythmics, class i and iii"
C01BA,"antiarrhythmics, class ia"
C01BA01,quinidine
C01BA02,procainamide
C01BA02,procainamide
C01BA03,disopyramide
C01BA03,disopyramide
C01BA04,sparteine
C01BA05,ajmaline
C01BA08,prajmaline
C01BA12,lorajmine
C01BA13,hydroquinidine
C01BA51,"quinidine, combinations excl. psycholeptics"
C01BA71,"quinidine, combinations with psycholeptics"
C01BB,"antiarrhythmics, class ib"
C01BB01,lidocaine
C01BB02,mexiletine
C01BB02,mexiletine
C01BB03,tocainide
C01BB03,tocainide
C01BB04,aprindine
C01BB04,aprindine
C01BC,"antiarrhythmics, class ic"
C01BC03,propafenone
C01BC03,propafenone
C01BC04,flecainide
C01BC04,flecainide
C01BC07,lorcainide
C01BC08,encainide
C01BC09,ethacizine
C01BD,"antiarrhythmics, class iii"
C01BD01,amiodarone
C01BD01,amiodarone
C01BD02,bretylium tosilate
C01BD03,bunaftine
C01BD04,dofetilide
C01BD05,ibutilide
C01BD06,tedisamil
C01BD07,dronedarone
C01BG,"other antiarrhythmics, class i and iii"
C01BG01,moracizine
C01BG07,cibenzoline
C01BG11,vernakalant
C01C,cardiac stimulants excl. cardiac glycosides
C01CA,adrenergic and dopaminergic agents
C01CA01,etilefrine
C01CA01,etilefrine
C01CA02,isoprenaline
C01CA02,isoprenaline
C01CA03,norepinephrine
C01CA04,dopamine
C01CA05,norfenefrine
C01CA06,phenylephrine
C01CA07,dobutamine
C01CA08,oxedrine
C01CA08,oxedrine
C01CA09,metaraminol
C01CA10,methoxamine
C01CA11,mephentermine
C01CA12,dimetofrine
C01CA13,prenalterol
C01CA14,dopexamine
C01CA15,gepefrine
C01CA16,ibopamine
C01CA17,midodrine
C01CA18,octopamine
C01CA19,fenoldopam
C01CA21,cafedrine
C01CA22,arbutamine
C01CA23,theodrenaline
C01CA24,epinephrine
C01CA25,amezinium metilsulfate
C01CA26,ephedrine
C01CA27,droxidopa
C01CA28,centhaquine
C01CA30,combinations
C01CA51,"etilefrine, combinations"
C01CE,phosphodiesterase inhibitors
C01CE01,amrinone
C01CE02,milrinone
C01CE03,enoximone
C01CE04,bucladesine
C01CX,other cardiac stimulants
C01CX06,angiotensinamide
C01CX07,xamoterol
C01CX08,levosimendan
C01CX09,angiotensin ii
C01CX10,omecamtiv mecarbil
C01D,vasodilators used in cardiac diseases
C01DA,organic nitrates
C01DA02,glyceryl trinitrate
C01DA02,glyceryl trinitrate
C01DA02,glyceryl trinitrate
C01DA02,glyceryl trinitrate
C01DA04,methylpropylpropanediol dinitrate
C01DA05,pentaerithrityl tetranitrate
C01DA07,propatylnitrate
C01DA08,isosorbide dinitrate
C01DA08,isosorbide dinitrate
C01DA08,isosorbide dinitrate
C01DA08,isosorbide dinitrate
C01DA09,trolnitrate
C01DA13,eritrityl tetranitrate
C01DA14,isosorbide mononitrate
C01DA20,organic nitrates in combination
C01DA38,tenitramine
C01DA52,"glyceryl trinitrate, combinations"
C01DA54,"methylpropylpropanediol dinitrate, combinations"
C01DA55,"pentaerithrityl tetranitrate, combinations"
C01DA57,"propatylnitrate, combinations"
C01DA58,"isosorbide dinitrate, combinations"
C01DA59,"trolnitrate, combinations"
C01DA63,"eritrityl tetranitrate, combinations"
C01DA70,organic nitrates in combination with psycholeptics
C01DB,quinolone vasodilators
C01DB01,flosequinan
C01DX,other vasodilators used in cardiac diseases
C01DX01,itramin tosilate
C01DX02,prenylamine
C01DX03,oxyfedrine
C01DX03,oxyfedrine
C01DX04,benziodarone
C01DX05,carbocromen
C01DX06,hexobendine
C01DX07,etafenone
C01DX08,heptaminol
C01DX08,heptaminol
C01DX09,imolamine
C01DX10,dilazep
C01DX11,trapidil
C01DX12,molsidomine
C01DX13,efloxate
C01DX14,cinepazet
C01DX15,cloridarol
C01DX16,nicorandil
C01DX18,linsidomine
C01DX19,nesiritide
C01DX21,serelaxin
C01DX22,vericiguat
C01DX51,"itramin tosilate, combinations"
C01DX52,"prenylamine, combinations"
C01DX53,"oxyfedrine, combinations"
C01DX54,"benziodarone, combinations"
C01E,other cardiac preparations
C01EA,prostaglandins
C01EA01,alprostadil
C01EB,other cardiac preparations
C01EB02,camphora
C01EB03,indometacin
C01EB04,crataegus glycosides
C01EB05,creatinolfosfate
C01EB06,fosfocreatine
C01EB07,"fructose 1,6-diphosphate"
C01EB09,ubidecarenone
C01EB10,adenosine
C01EB11,tiracizine
C01EB13,acadesine
C01EB15,trimetazidine
C01EB16,ibuprofen
C01EB17,ivabradine
C01EB18,ranolazine
C01EB21,regadenoson
C01EB22,meldonium
C01EB23,tiazotic acid
C01EB24,mavacamten
C01EX,other cardiac combination products
C02,antihypertensives
C02A,"antiadrenergic agents, centrally acting"
C02AA,rauwolfia alkaloids
C02AA01,rescinnamine
C02AA02,reserpine
C02AA02,reserpine
C02AA03,combinations of rauwolfia alkaloids
C02AA04,"rauwolfia alkaloids, whole root"
C02AA05,deserpidine
C02AA06,methoserpidine
C02AA07,bietaserpine
C02AA52,"reserpine, combinations"
C02AA53,"combinations of rauwolfia alkoloids, combinations"
C02AA57,"bietaserpine, combinations"
C02AB,methyldopa
C02AB01,methyldopa (levorotatory)
C02AB01,methyldopa (levorotatory)
