atc_level_01,anatomical_main_group_01,atc_level_03,therapeutic_subgroup_02,atc_level_04,pharmacological_subgroup_03,atc_level_05,chemical_subgroup_04,atc_code,chemical_substance
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AB,"synthetic anticholinergics, quaternary ammonium compounds",A03AB19,timepidium bromide
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AB,"synthetic anticholinergics, quaternary ammonium compounds",A03AB21,fenpiverinium
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AB,"synthetic anticholinergics, quaternary ammonium compounds",A03AB53,"oxyphenonium, combinations"
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AC,"synthetic antispasmodics, amides with tertiary amines",A03AC02,dimethylaminopropionylphenothiazine
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AC,"synthetic antispasmodics, amides with tertiary amines",A03AC04,nicofetamide
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AC,"synthetic antispasmodics, amides with tertiary amines",A03AC05,tiropramide
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AD,papaverine and derivatives,A03AD01,papaverine
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AD,papaverine and derivatives,A03AD02,drotaverine
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AD,papaverine and derivatives,A03AD30,moxaverine
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AE,serotonin receptor antagonists,A03AE01,alosetron
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AE,serotonin receptor antagonists,A03AE03,cilansetron
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AX,other drugs for functional gastrointestinal disorders,A03AX01,fenpiprane
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AX,other drugs for functional gastrointestinal disorders,A03AX02,diisopromine
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AX,other drugs for functional gastrointestinal disorders,A03AX03,chlorbenzoxamine
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AX,other drugs for functional gastrointestinal disorders,A03AX04,pinaverium
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AX,other drugs for functional gastrointestinal disorders,A03AX05,fenoverine
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AX,other drugs for functional gastrointestinal disorders,A03AX06,idanpramine
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AX,other drugs for functional gastrointestinal disorders,A03AX07,proxazole
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AX,other drugs for functional gastrointestinal disorders,A03AX08,alverine
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AX,other drugs for functional gastrointestinal disorders,A03AX09,trepibutone
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AX,other drugs for functional gastrointestinal disorders,A03AX10,isometheptene
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AX,other drugs for functional gastrointestinal disorders,A03AX11,caroverine
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AX,other drugs for functional gastrointestinal disorders,A03AX12,phloroglucinol
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AX,other drugs for functional gastrointestinal disorders,A03AX13,silicones
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AX,other drugs for functional gastrointestinal disorders,A03AX14,valethamate
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AX,other drugs for functional gastrointestinal disorders,A03AX15,menthae piperitae aetheroleum
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AX,other drugs for functional gastrointestinal disorders,A03AX30,trimethyldiphenylpropylamine
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03A,drugs for functional gastrointestinal disorders,A03AX,other drugs for functional gastrointestinal disorders,A03AX58,"alverine, combinations"
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03B,"belladonna and derivatives, plain",A03BA,"belladonna alkaloids, tertiary amines",A03BA01,atropine
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03B,"belladonna and derivatives, plain",A03BA,"belladonna alkaloids, tertiary amines",A03BA03,hyoscyamine
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03B,"belladonna and derivatives, plain",A03BA,"belladonna alkaloids, tertiary amines",A03BA04,belladonna total alkaloids
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03B,"belladonna and derivatives, plain",A03BB,"belladonna alkaloids, semisynthetic, quaternary ammonium compounds",A03BB01,butylscopolamine
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03B,"belladonna and derivatives, plain",A03BB,"belladonna alkaloids, semisynthetic, quaternary ammonium compounds",A03BB02,methylatropine
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03B,"belladonna and derivatives, plain",A03BB,"belladonna alkaloids, semisynthetic, quaternary ammonium compounds",A03BB03,methylscopolamine
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03B,"belladonna and derivatives, plain",A03BB,"belladonna alkaloids, semisynthetic, quaternary ammonium compounds",A03BB04,fentonium
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03B,"belladonna and derivatives, plain",A03BB,"belladonna alkaloids, semisynthetic, quaternary ammonium compounds",A03BB05,cimetropium bromide
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03B,"belladonna and derivatives, plain",A03BB,"belladonna alkaloids, semisynthetic, quaternary ammonium compounds",A03BB06,homatropine methylbromide
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03C,antispasmodics in combination with psycholeptics,A03CA,synthetic anticholinergic agents in combination with psycholeptics,A03CA01,isopropamide and psycholeptics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03C,antispasmodics in combination with psycholeptics,A03CA,synthetic anticholinergic agents in combination with psycholeptics,A03CA02,clidinium and psycholeptics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03C,antispasmodics in combination with psycholeptics,A03CA,synthetic anticholinergic agents in combination with psycholeptics,A03CA03,oxyphencyclimine and psycholeptics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03C,antispasmodics in combination with psycholeptics,A03CA,synthetic anticholinergic agents in combination with psycholeptics,A03CA04,otilonium bromide and psycholeptics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03C,antispasmodics in combination with psycholeptics,A03CA,synthetic anticholinergic agents in combination with psycholeptics,A03CA05,glycopyrronium bromide and psycholeptics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03C,antispasmodics in combination with psycholeptics,A03CA,synthetic anticholinergic agents in combination with psycholeptics,A03CA06,bevonium and psycholeptics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03C,antispasmodics in combination with psycholeptics,A03CA,synthetic anticholinergic agents in combination with psycholeptics,A03CA07,ambutonium and psycholeptics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03C,antispasmodics in combination with psycholeptics,A03CA,synthetic anticholinergic agents in combination with psycholeptics,A03CA08,diphemanil and psycholeptics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03C,antispasmodics in combination with psycholeptics,A03CA,synthetic anticholinergic agents in combination with psycholeptics,A03CA09,pipenzolate and psycholeptics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03C,antispasmodics in combination with psycholeptics,A03CA,synthetic anticholinergic agents in combination with psycholeptics,A03CA30,emepronium and psycholeptics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03C,antispasmodics in combination with psycholeptics,A03CA,synthetic anticholinergic agents in combination with psycholeptics,A03CA34,propantheline and psycholeptics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03C,antispasmodics in combination with psycholeptics,A03CB,belladonna and derivatives in combination with psycholeptics,A03CB01,methylscopolamine and psycholeptics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03C,antispasmodics in combination with psycholeptics,A03CB,belladonna and derivatives in combination with psycholeptics,A03CB02,belladonna total alkaloids and psycholeptics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03C,antispasmodics in combination with psycholeptics,A03CB,belladonna and derivatives in combination with psycholeptics,A03CB03,atropine and psycholeptics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03C,antispasmodics in combination with psycholeptics,A03CB,belladonna and derivatives in combination with psycholeptics,A03CB04,homatropine methylbromide and psycholeptics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03C,antispasmodics in combination with psycholeptics,A03CB,belladonna and derivatives in combination with psycholeptics,A03CB31,hyoscyamine and psycholeptics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03D,antispasmodics in combination with analgesics,A03DA,synthetic anticholinergic agents in combination with analgesics,A03DA01,tropenzilone and analgesics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03D,antispasmodics in combination with analgesics,A03DA,synthetic anticholinergic agents in combination with analgesics,A03DA02,pitofenone and analgesics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03D,antispasmodics in combination with analgesics,A03DA,synthetic anticholinergic agents in combination with analgesics,A03DA03,bevonium and analgesics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03D,antispasmodics in combination with analgesics,A03DA,synthetic anticholinergic agents in combination with analgesics,A03DA04,ciclonium and analgesics
A,alimentary tract and metabolism,A03,drugs for functional gastrointestinal disorders,A03D,antispasmodics in combination with analgesics,A03DA,synthetic anticholinergic agents in combination with analgesics,A03DA05,camylofin and analgesics
