atc_code,atc_name,atc1,cat1,atc2,cat2,atc3,cat3,atc4,atc_category
A03AA01,oxyphencyclimine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group"
A03AA03,camylofin,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group"
A03AA04,mebeverine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group"
A03AA05,trimebutine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group"
A03AA06,rociverine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group"
A03AA07,dicycloverine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group"
A03AA08,dihexyverine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group"
A03AA09,difemerine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group"
A03AA30,piperidolate,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group"
A03AB01,benzilone,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB02,glycopyrronium bromide,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB03,oxyphenonium,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB04,penthienate,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB05,propantheline,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB06,otilonium bromide,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB07,methantheline,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB08,tridihexethyl,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB09,isopropamide,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB10,hexocyclium,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB11,poldine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB12,mepenzolate,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB13,bevonium,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB14,pipenzolate,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB15,diphemanil,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB16,(2-benzhydryloxyethyl)diethyl-methylammonium iodide,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB17,tiemonium iodide,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB18,prifinium bromide,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB19,timepidium bromide,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AB21,fenpiverinium,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
A03AC02,dimethylaminopropionylphenothiazine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AC,"Synthetic antispasmodics, amides with tertiary amines"
A03AC04,nicofetamide,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AC,"Synthetic antispasmodics, amides with tertiary amines"
A03AC05,tiropramide,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AC,"Synthetic antispasmodics, amides with tertiary amines"
A03AD01,papaverine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD,Papaverine and derivatives
A03AD02,drotaverine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD,Papaverine and derivatives
A03AD30,moxaverine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AD,Papaverine and derivatives
A03AE01,alosetron,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AE,Serotonin receptor antagonists
A03AE03,cilansetron,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AE,Serotonin receptor antagonists
A03AX01,fenpiprane,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders
A03AX02,diisopromine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders
A03AX03,chlorbenzoxamine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders
A03AX04,pinaverium,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders
A03AX05,fenoverine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders
A03AX06,idanpramine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders
A03AX07,proxazole,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders
A03AX08,alverine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders
A03AX09,trepibutone,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders
A03AX10,isometheptene,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders
A03AX11,caroverine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders
A03AX12,phloroglucinol,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders
A03AX13,silicones,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders
A03AX14,valethamate,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders
A03AX15,menthae piperitae aetheroleum,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders
A03AX30,trimethyldiphenylpropylamine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AX,Other drugs for functional gastrointestinal disorders
A03BA01,atropine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03BA,"Belladonna alkaloids, tertiary amines"
A03BA03,hyoscyamine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03BA,"Belladonna alkaloids, tertiary amines"
A03BA04,belladonna total alkaloids,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03BA,"Belladonna alkaloids, tertiary amines"
A03BB01,butylscopolamine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds"
A03BB02,methylatropine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds"
A03BB03,methylscopolamine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds"
A03BB04,fentonium,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds"
A03BB05,cimetropium bromide,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds"
A03BB06,homatropine methylbromide,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds"
A03CA01,isopropamide / psycholeptics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics
A03CA02,clidinium / psycholeptics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics
A03CA03,oxyphencyclimine / psycholeptics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics
A03CA04,otilonium bromide / psycholeptics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics
A03CA05,glycopyrronium bromide / psycholeptics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics
A03CA06,bevonium / psycholeptics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics
A03CA07,ambutonium / psycholeptics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics
A03CA08,diphemanil / psycholeptics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics
A03CA09,pipenzolate / psycholeptics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics
A03CA30,emepronium / psycholeptics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics
A03CA34,propantheline / psycholeptics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CA,Synthetic anticholinergic agents in combination with psycholeptics
A03CB01,methylscopolamine / psycholeptics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CB,Belladonna and derivatives in combination with psycholeptics
A03CB02,belladonna total alkaloids / psycholeptics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CB,Belladonna and derivatives in combination with psycholeptics
A03CB03,atropine / psycholeptics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CB,Belladonna and derivatives in combination with psycholeptics
A03CB04,homatropine methylbromide / psycholeptics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CB,Belladonna and derivatives in combination with psycholeptics
A03CB31,hyoscyamine / psycholeptics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03CB,Belladonna and derivatives in combination with psycholeptics
A03DA01,tropenzilone / analgesics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,A03DA,Synthetic anticholinergic agents in combination with analgesics
A03DA02,pitofenone / analgesics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,A03DA,Synthetic anticholinergic agents in combination with analgesics
A03DA03,bevonium / analgesics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,A03DA,Synthetic anticholinergic agents in combination with analgesics
A03DA04,ciclonium / analgesics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,A03DA,Synthetic anticholinergic agents in combination with analgesics
A03DA05,camylofin / analgesics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,A03DA,Synthetic anticholinergic agents in combination with analgesics
A03DA06,trospium / analgesics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,A03DA,Synthetic anticholinergic agents in combination with analgesics
A03DA07,tiemonium iodide / analgesics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,A03DA,Synthetic anticholinergic agents in combination with analgesics
A03DB04,butylscopolamine / analgesics,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03D,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,A03DB,Belladonna and derivatives in combination with analgesics
A03FA01,metoclopramide,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives
A03FA02,cisapride,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives
A03FA03,domperidone,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives
A03FA04,bromopride,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives
A03FA05,alizapride,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives
A03FA06,clebopride,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives
A03FA07,itopride,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives
A03FA08,cinitapride,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives
A03FA09,mosapride,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives
A03FA10,acotiamide,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives
A04AA01,ondansetron,A,ALIMENTARY TRACT AND METABOLISM,A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AA,Serotonin (5HT3) antagonists
A04AA02,granisetron,A,ALIMENTARY TRACT AND METABOLISM,A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AA,Serotonin (5HT3) antagonists
A04AA03,tropisetron,A,ALIMENTARY TRACT AND METABOLISM,A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AA,Serotonin (5HT3) antagonists
A04AA04,dolasetron,A,ALIMENTARY TRACT AND METABOLISM,A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AA,Serotonin (5HT3) antagonists
A04AA05,palonosetron,A,ALIMENTARY TRACT AND METABOLISM,A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AA,Serotonin (5HT3) antagonists
A04AD01,scopolamine,A,ALIMENTARY TRACT AND METABOLISM,A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AD,Other antiemetics
A04AD02,cerium oxalate,A,ALIMENTARY TRACT AND METABOLISM,A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AD,Other antiemetics
A04AD04,chlorobutanol,A,ALIMENTARY TRACT AND METABOLISM,A04,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04AD,Other antiemetics
